3.333333414047956467e-03 0.000000000000000000e+00
7.777778431773185730e-03 0.000000000000000000e+00
1.266666688024997711e-02 0.000000000000000000e+00
1.761904917657375336e-02 0.000000000000000000e+00
2.259259112179279327e-02 0.000000000000000000e+00
2.757575549185276031e-02 0.000000000000000000e+00
3.256410360336303711e-02 0.000000000000000000e+00
3.755556419491767883e-02 0.000000000000000000e+00
4.254901781678199768e-02 0.000000000000000000e+00
4.754385724663734436e-02 0.000000000000000000e+00
5.253968760371208191e-02 0.000000000000000000e+00
5.753622204065322876e-02 0.000000000000000000e+00
6.253332644701004028e-02 0.000000000000000000e+00
6.753086298704147339e-02 0.000000000000000000e+00
7.252874970436096191e-02 0.000000000000000000e+00
7.752688974142074585e-02 0.000000000000000000e+00
8.252525329589843750e-02 0.000000000000000000e+00
8.752380311489105225e-02 0.000000000000000000e+00
9.252250194549560547e-02 0.000000000000000000e+00
9.752137959003448486e-02 0.000000000000000000e+00
1.025203168392181396e-01 0.000000000000000000e+00
1.075194105505943298e-01 0.000000000000000000e+00
1.125185415148735046e-01 0.000000000000000000e+00
1.175176575779914856e-01 0.000000000000000000e+00
1.225170493125915527e-01 1.792679071426391602e+00
1.275162845849990845e-01 1.654854059219360352e+00
1.325157880783081055e-01 4.773208923339843750e+02
1.375150829553604126e-01 6.768132812500000000e+03
1.425146609544754028e-01 3.156681835937500000e+04
1.475141346454620361e-01 1.278402050781250000e+04
1.525136530399322510e-01 8.658596801757812500e+02
1.575132906436920166e-01 1.084520721435546875e+01
1.625126898288726807e-01 2.037629604339599609e+00
1.675125509500503540e-01 0.000000000000000000e+00
1.725121438503265381e-01 0.000000000000000000e+00
1.775116473436355591e-01 0.000000000000000000e+00
1.825113594532012939e-01 0.000000000000000000e+00
1.875111013650894165e-01 0.000000000000000000e+00
1.925108879804611206e-01 0.000000000000000000e+00
1.975105106830596924e-01 0.000000000000000000e+00
2.025103271007537842e-01 0.000000000000000000e+00
2.075099647045135498e-01 0.000000000000000000e+00
2.125099748373031616e-01 0.000000000000000000e+00
2.175095230340957642e-01 0.000000000000000000e+00
2.225092798471450806e-01 0.000000000000000000e+00
2.275093346834182739e-01 0.000000000000000000e+00
2.325088083744049072e-01 0.000000000000000000e+00
2.375086545944213867e-01 0.000000000000000000e+00
2.425088435411453247e-01 0.000000000000000000e+00
2.475083470344543457e-01 0.000000000000000000e+00
2.525083720684051514e-01 0.000000000000000000e+00
2.575077116489410400e-01 0.000000000000000000e+00
2.625082433223724365e-01 0.000000000000000000e+00
2.675077319145202637e-01 0.000000000000000000e+00
