0.000000000000000000e+00 1.000015258789062500e+00
9.999999776482582092e-03 1.000015258789062500e+00
1.999999955296516418e-02 1.000015258789062500e+00
2.999999932944774628e-02 1.000015258789062500e+00
3.999999910593032837e-02 1.000015258789062500e+00
5.000000074505805969e-02 1.000015258789062500e+00
5.999999865889549255e-02 1.000015258789062500e+00
7.000000029802322388e-02 1.000015258789062500e+00
7.999999821186065674e-02 1.000015258789062500e+00
9.000000357627868652e-02 1.000015258789062500e+00
1.000000014901161194e-01 1.000015258789062500e+00
